hardware_name,unified_manufacturer,type,g3d_mark,g2d_mark,fps_estimate_3d,cuda_score,opencl_score,unified_price,unified_tdp,fps_per_dollar,multi_api_support
Radeon Pro 555,AMD,Unknown,3141.0,659.0,31.41,0.0,13281.0,1049.0,0.0,0.02994280266920877,3
Radeon Pro 555X,AMD,Unknown,0.0,0.0,0.0,0.0,13877.0,0.0,0.0,0.0,3
Radeon Pro 560,AMD,Unknown,3475.0,724.0,34.75,0.0,16903.0,0.0,0.0,0.0,3
Radeon Pro 5600 XT,AMD,Unknown,0.0,0.0,0.0,0.0,44486.0,0.0,0.0,0.0,1
Radeon Pro 5600M,AMD,Unknown,10200.0,702.0,102.0,0.0,44697.0,0.0,50.0,0.0,3
Radeon Pro 5600XT,AMD,Unknown,0.0,0.0,0.0,0.0,52917.0,0.0,0.0,0.0,1
Radeon Pro 560X,AMD,Unknown,3678.0,711.0,36.78,0.0,18675.0,0.0,0.0,0.0,3
Radeon Pro 570,AMD,Unknown,6337.0,697.0,63.37,0.0,30331.0,0.0,0.0,0.0,3
Radeon Pro 5700,AMD,Unknown,11844.0,829.0,118.44,0.0,48108.0,0.0,130.0,0.0,2
Radeon Pro 5700 XT,AMD,Unknown,12537.0,831.0,125.37,0.0,54300.0,0.0,130.0,0.0,3
Radeon Pro 5700X,AMD,Unknown,0.0,0.0,0.0,0.0,56931.0,0.0,0.0,0.0,1
Radeon Pro 5700XT,AMD,Unknown,0.0,0.0,0.0,0.0,66795.0,0.0,0.0,0.0,2
Radeon Pro 570X,AMD,Unknown,0.0,0.0,0.0,0.0,29459.0,0.0,0.0,0.0,3
Radeon Pro 575,AMD,Unknown,0.0,0.0,0.0,0.0,35081.0,0.0,0.0,0.0,3
Radeon Pro 575X,AMD,Unknown,0.0,0.0,0.0,0.0,34921.0,0.0,0.0,0.0,3
Radeon Pro 580,AMD,Unknown,7753.0,943.0,77.53,0.0,40582.0,0.0,0.0,0.0,3
Radeon Pro 580X,AMD,Unknown,7540.0,698.0,75.4,0.0,42002.0,0.0,150.0,0.0,3
Radeon Pro Duo,AMD,Unknown,8324.0,715.0,83.24,0.0,50232.0,1199.06,350.0,0.06942104648641435,2
Radeon Pro RADEON RX 5700 XT,AMD,Unknown,0.0,0.0,0.0,0.0,51559.0,0.0,0.0,0.0,1
Radeon Pro RX 580,AMD,Unknown,0.0,0.0,0.0,0.0,19366.0,0.0,0.0,0.0,2
Radeon Pro RX580,AMD,Unknown,0.0,0.0,0.0,0.0,44066.0,0.0,0.0,0.0,2
Radeon Pro Ryzen 7 PRO 5850U,Unknown,Unknown,2271.0,650.0,22.71,0.0,0.0,0.0,0.0,0.0,0
Radeon Pro SSG,Unknown,Unknown,10498.0,601.0,104.98,0.0,0.0,2410.15,0.0,0.043557454930191065,0
Radeon Pro V340 MxGPU,Unknown,Unknown,2853.0,118.0,28.53,0.0,0.0,0.0,0.0,0.0,0
Radeon Pro V520 MxGPU,AMD,Unknown,12853.0,546.0,128.53,0.0,59837.0,0.0,0.0,0.0,2
Radeon Pro VII,AMD,Unknown,16853.0,720.0,168.53,0.0,88671.0,0.0,250.0,0.0,3
Radeon Pro Vega 16,AMD,Unknown,4683.0,672.0,46.83,0.0,22421.0,0.0,0.0,0.0,2
Radeon Pro Vega 20,AMD,Unknown,5117.0,544.0,51.17,0.0,27443.0,0.0,0.0,0.0,3
Radeon Pro Vega 48,AMD,Unknown,11504.0,821.0,115.04,0.0,51123.0,0.0,0.0,0.0,3
Radeon Pro Vega 56,AMD,Unknown,12386.0,860.0,123.86,0.0,60993.0,0.0,0.0,0.0,3
Radeon Pro Vega 64,AMD,Unknown,12402.0,836.0,124.02,0.0,69055.0,0.0,0.0,0.0,3
Radeon Pro Vega 64X,AMD,Unknown,14630.0,948.0,146.3,0.0,75438.0,0.0,0.0,0.0,2
Radeon Pro Vega II,AMD,Unknown,14738.0,827.0,147.38,0.0,86528.0,0.0,0.0,0.0,3
Radeon Pro Vega II Duo,AMD,Unknown,0.0,0.0,0.0,0.0,88483.0,0.0,0.0,0.0,3
Radeon Pro W5500,AMD,Unknown,9269.0,896.0,92.69,0.0,0.0,480.99,125.0,0.19270670907919082,2
Radeon Pro W5500M,Unknown,Unknown,2010.0,533.0,20.1,0.0,0.0,0.0,85.0,0.0,0
Radeon Pro W5500X,AMD,Unknown,0.0,0.0,0.0,0.0,38977.0,0.0,0.0,0.0,2
Radeon Pro W5700,AMD,Unknown,15085.0,908.0,150.85,0.0,50207.0,1649.99,205.0,0.09142479651391826,3
Radeon Pro W5700X,AMD,Unknown,0.0,0.0,0.0,0.0,62529.0,0.0,0.0,0.0,3
Radeon Pro W5700XT,AMD,Unknown,0.0,0.0,0.0,0.0,51910.0,0.0,0.0,0.0,2
Radeon Pro W6600X,AMD,Unknown,0.0,0.0,0.0,0.0,68136.0,0.0,0.0,0.0,2
Radeon Pro W6900X,AMD,Unknown,0.0,0.0,0.0,0.0,141178.0,0.0,0.0,0.0,3
Radeon Pro WX 2100,AMD,Unknown,1755.0,398.0,17.55,0.0,11128.0,0.0,35.0,0.0,2
Radeon Pro WX 3100,AMD,Unknown,2627.0,491.0,26.27,0.0,11300.0,0.0,50.0,0.0,2
Radeon Pro WX 3200,AMD,Unknown,2456.0,478.0,24.56,0.0,15640.0,216.99,65.0,0.11318493939812893,2
Radeon Pro WX 4100,AMD,Unknown,3766.0,690.0,37.66,0.0,19770.0,499.99,50.0,0.0753215064301286,3
Radeon Pro WX 4130,AMD,Unknown,1881.0,395.0,18.81,0.0,7588.0,0.0,50.0,0.0,1
Radeon Pro WX 4150,AMD,Unknown,1935.0,413.0,19.35,0.0,14094.0,612.03,50.0,0.031616097250134804,1
Radeon Pro WX 4170,AMD,Unknown,1409.0,427.0,14.09,0.0,20842.0,0.0,50.0,0.0,1
Radeon Pro WX 5100,AMD,Unknown,5511.0,820.0,55.11,0.0,28072.0,550.95,75.0,0.10002722570106179,3
Radeon Pro WX 7100,AMD,Unknown,7822.0,787.0,78.22,0.0,39367.0,1047.99,130.0,0.07463811677592343,3
Radeon Pro WX 7130,AMD,Unknown,5722.0,695.0,57.22,0.0,41335.0,0.0,130.0,0.0,1
Radeon Pro WX 8200,AMD,Unknown,14110.0,824.0,141.1,0.0,69116.0,1599.39,230.0,0.08822113430745471,3
Radeon Pro WX 9100,AMD,Unknown,13241.0,772.0,132.41,0.0,65210.0,0.0,230.0,0.0,3
Radeon Pro WX Vega M GL,AMD,Unknown,6049.0,777.0,60.49,0.0,17282.0,0.0,65.0,0.0,1
Radeon Pro WX3200,AMD,Unknown,0.0,0.0,0.0,0.0,11392.0,0.0,0.0,0.0,1
Radeon Pro WX8200,AMD,Unknown,0.0,0.0,0.0,0.0,35060.0,0.0,0.0,0.0,2
Radeon R1E,Unknown,Unknown,301.0,179.0,3.01,0.0,0.0,0.0,0.0,0.0,0
Radeon R2,AMD,Unknown,240.0,68.0,2.4,0.0,1230.0,0.0,0.0,0.0,2
Radeon R2E,Unknown,Unknown,229.0,100.0,2.29,0.0,0.0,0.0,0.0,0.0,0
Radeon R3,AMD,Unknown,304.0,97.0,3.04,0.0,1569.0,0.0,0.0,0.0,2
Radeon R3E,Unknown,Unknown,206.0,90.0,2.06,0.0,0.0,0.0,0.0,0.0,0
Radeon R4,AMD,Unknown,332.0,101.0,3.32,0.0,1952.0,396.99,0.0,0.008362931056197889,2
Radeon R4E,Unknown,Unknown,487.0,366.0,4.87,0.0,0.0,0.0,0.0,0.0,0
Radeon R5,AMD,Unknown,0.0,0.0,0.0,0.0,4869.0,0.0,0.0,0.0,2
Radeon R5 200,AMD,Unknown,0.0,0.0,0.0,0.0,619.0,0.0,0.0,0.0,1
Radeon R5 220,Unknown,Unknown,135.0,112.0,1.35,0.0,0.0,85.26,19.0,0.015833919774806474,0
Radeon R5 230,AMD,Unknown,222.0,255.0,2.22,0.0,641.0,81.1,0.0,0.02737361282367448,1
Radeon R5 235,AMD,Unknown,329.0,176.0,3.29,0.0,779.0,60.13,35.0,0.05471478463329452,1
Radeon R5 235 + HD 7560D Dual,Unknown,Unknown,744.0,441.0,7.44,0.0,0.0,0.0,0.0,0.0,0
Radeon R5 235 + HD 8570D Dual,Unknown,Unknown,738.0,486.0,7.38,0.0,0.0,0.0,0.0,0.0,0
Radeon R5 235X,Unknown,Unknown,280.0,210.0,2.8,0.0,0.0,0.0,18.0,0.0,0
Radeon R5 240,AMD,Unknown,520.0,191.0,5.2,0.0,5055.0,85.0,50.0,0.0611764705882353,2
Radeon R5 310,Unknown,Unknown,332.0,545.0,3.32,0.0,0.0,499.0,0.0,0.006653306613226453,0
Radeon R5 330,Unknown,Unknown,513.0,200.0,5.13,0.0,0.0,339.99,30.0,0.015088679078796435,0
Radeon R5 340,AMD,Unknown,996.0,370.0,9.96,0.0,5498.0,0.0,0.0,0.0,1
Radeon R5 340X,AMD,Unknown,0.0,0.0,0.0,0.0,5341.0,0.0,0.0,0.0,2
Radeon R5 420,Unknown,Unknown,575.0,230.0,5.75,0.0,0.0,39.95,0.0,0.1439299123904881,0
Radeon R5 430,AMD,Unknown,939.0,313.0,9.39,0.0,5855.0,59.0,0.0,0.15915254237288137,2
Radeon R5 435,AMD,Unknown,841.0,235.0,8.41,0.0,7050.0,0.0,0.0,0.0,1
Radeon R5 A10-9600P 4C+6G,Unknown,Unknown,619.0,146.0,6.19,0.0,0.0,0.0,0.0,0.0,0
"Radeon R5 A10-9600P RADEON R5, 10 COMPUTE CORES 4C",Unknown,Unknown,716.0,146.0,7.16,0.0,0.0,0.0,0.0,0.0,0
Radeon R5 A10-9620P 4C+6G,Unknown,Unknown,732.0,196.0,7.32,0.0,0.0,0.0,0.0,0.0,0
"Radeon R5 A10-9620P RADEON R5, 10 COMPUTE CORES 4C",Unknown,Unknown,626.0,165.0,6.26,0.0,0.0,0.0,0.0,0.0,0
Radeon R5 A10-9630P 4C+6G,Unknown,Unknown,977.0,270.0,9.77,0.0,0.0,0.0,0.0,0.0,0
"Radeon R5 A10-9630P RADEON R5, 10 COMPUTE CORES 4C",Unknown,Unknown,580.0,175.0,5.8,0.0,0.0,0.0,0.0,0.0,0
Radeon R5 A240,Unknown,Unknown,576.0,802.0,5.76,0.0,0.0,0.0,0.0,0.0,0
Radeon R5 A6-7480,Unknown,Unknown,811.0,217.0,8.11,0.0,0.0,0.0,0.0,0.0,0
Radeon R5 A6-8500P,Unknown,Unknown,624.0,209.0,6.24,0.0,0.0,0.0,0.0,0.0,0
"Radeon R5 A6-9400 RADEON R5, 6 COMPUTE CORES 2C+4G",Unknown,Unknown,605.0,271.0,6.05,0.0,0.0,0.0,0.0,0.0,0
Radeon R5 A6-9500 2C+6G,Unknown,Unknown,853.0,249.0,8.53,0.0,0.0,0.0,0.0,0.0,0
"Radeon R5 A6-9500 RADEON R5, 8 COMPUTE CORES 2C+6G",Unknown,Unknown,878.0,200.0,8.78,0.0,0.0,0.0,0.0,0.0,0
Radeon R5 A6-9500E 2C+4G,Unknown,Unknown,1015.0,438.0,10.15,0.0,0.0,0.0,0.0,0.0,0
Radeon R5 M200,AMD,Unknown,0.0,0.0,0.0,0.0,5671.0,0.0,0.0,0.0,1
Radeon R5 M230,AMD,Unknown,391.0,139.0,3.91,0.0,5344.0,0.0,0.0,0.0,2
Radeon R5 M240,AMD,Unknown,432.0,247.0,4.32,0.0,3721.0,0.0,0.0,0.0,1
Radeon R5 M255,AMD,Unknown,496.0,142.0,4.96,0.0,5013.0,0.0,0.0,0.0,2
Radeon R5 M315,AMD,Unknown,476.0,205.0,4.76,0.0,3930.0,0.0,0.0,0.0,1
Radeon R5 M320,AMD,Unknown,418.0,137.0,4.18,0.0,5175.0,0.0,0.0,0.0,2
Radeon R5 M330,AMD,Unknown,596.0,519.0,5.96,0.0,5430.0,0.0,18.0,0.0,2
Radeon R5 M335,AMD,Unknown,549.0,577.0,5.49,0.0,5143.0,0.0,0.0,0.0,2
Radeon R5 M420,AMD,Unknown,470.0,164.0,4.7,0.0,4143.0,0.0,0.0,0.0,1
Radeon R5 M430,AMD,Unknown,649.0,516.0,6.49,0.0,5314.0,0.0,0.0,0.0,2
Radeon R5 M435,AMD,Unknown,796.0,179.0,7.96,0.0,6493.0,0.0,0.0,0.0,1
Radeon R5 M445,AMD,Unknown,0.0,0.0,0.0,0.0,5875.0,0.0,0.0,0.0,1
Radeon R5 Opteron X3216,Unknown,Unknown,394.0,182.0,3.94,0.0,0.0,0.0,0.0,0.0,0
Radeon R5 PRO A10-8730B 4C+6G,Unknown,Unknown,695.0,201.0,6.95,0.0,0.0,0.0,0.0,0.0,0
"Radeon R5 PRO A10-8730B R5, 10 COMPUTE CORES 4C+6G",Unknown,Unknown,598.0,152.0,5.98,0.0,0.0,0.0,0.0,0.0,0
Radeon R5 PRO A6-8500B 2C+4G,Unknown,Unknown,508.0,416.0,5.08,0.0,0.0,0.0,0.0,0.0,0
Radeon R5 PRO A6-8530B 2C+4G,Unknown,Unknown,690.0,354.0,6.9,0.0,0.0,0.0,0.0,0.0,0
Radeon R5 PRO A6-8570 2C+6G,Unknown,Unknown,847.0,292.0,8.47,0.0,0.0,0.0,0.0,0.0,0
"Radeon R5 PRO A6-8570 R5, 8 COMPUTE CORES 2C+6G",Unknown,Unknown,1064.0,249.0,10.64,0.0,0.0,0.0,0.0,0.0,0
Radeon R5 PRO A6-8570E 2C+4G,Unknown,Unknown,638.0,268.0,6.38,0.0,0.0,0.0,0.0,0.0,0
"Radeon R5 PRO A6-8570E R5, 6 COMPUTE CORES 2C+4G",Unknown,Unknown,866.0,210.0,8.66,0.0,0.0,0.0,0.0,0.0,0
Radeon R5 PRO A6-9500 2C+6G,Unknown,Unknown,1096.0,353.0,10.96,0.0,0.0,0.0,0.0,0.0,0
"Radeon R5 PRO A6-9500 R5, 8 COMPUTE CORES 2C+6G",Unknown,Unknown,1000.0,231.0,10.0,0.0,0.0,0.0,0.0,0.0,0
Radeon R5 PRO A6-9500B 2C+4G,Unknown,Unknown,693.0,323.0,6.93,0.0,0.0,0.0,0.0,0.0,0
"Radeon R5 PRO A6-9500B R5, 6 COMPUTE CORES 2C+4G",Unknown,Unknown,473.0,142.0,4.73,0.0,0.0,0.0,0.0,0.0,0
Radeon R5 PRO A6-9500E 2C+4G,Unknown,Unknown,771.0,288.0,7.71,0.0,0.0,0.0,0.0,0.0,0
Radeon R5 PRO A8-9600B 4C+6G,Unknown,Unknown,659.0,224.0,6.59,0.0,0.0,0.0,0.0,0.0,0
"Radeon R5 PRO A8-9600B R5, 10 COMPUTE CORES 4C+6G",Unknown,Unknown,718.0,181.0,7.18,0.0,0.0,0.0,0.0,0.0,0
Radeon R5E,AMD,Unknown,300.0,106.0,3.0,0.0,1991.0,0.0,0.0,0.0,1
Radeon R6,AMD,Unknown,656.0,147.0,6.56,0.0,4403.0,0.0,15.0,0.0,2
Radeon R6 + R7 M265DX Dual,Unknown,Unknown,571.0,328.0,5.71,0.0,0.0,0.0,0.0,0.0,0
Radeon R6 A10-8700P,Unknown,Unknown,541.0,141.0,5.41,0.0,0.0,0.0,0.0,0.0,0
Radeon R6 A10-9600P 4C+6G,Unknown,Unknown,970.0,336.0,9.7,0.0,0.0,0.0,0.0,0.0,0
Radeon R6 A8-8600P,Unknown,Unknown,475.0,151.0,4.75,0.0,0.0,0.0,0.0,0.0,0
Radeon R6 M255DX,AMD,Unknown,572.0,106.0,5.72,0.0,0.0,0.0,0.0,0.0,1
Radeon R6 Opteron X3418,Unknown,Unknown,955.0,399.0,9.55,0.0,0.0,0.0,0.0,0.0,0
Radeon R6 PRO A10-8700B 4C+6G,Unknown,Unknown,538.0,146.0,5.38,0.0,0.0,0.0,0.0,0.0,0
"Radeon R6 PRO A10-8700B R6, 10 Compute Cores 4C+6G",Unknown,Unknown,526.0,146.0,5.26,0.0,0.0,0.0,0.0,0.0,0
Radeon R6 PRO A8-8600B 4C+6G,Unknown,Unknown,532.0,158.0,5.32,0.0,0.0,0.0,0.0,0.0,0
"Radeon R6 PRO A8-8600B R6, 10 Compute Cores 4C+6G",Unknown,Unknown,572.0,151.0,5.72,0.0,0.0,0.0,0.0,0.0,0
Radeon R7,AMD,Unknown,0.0,0.0,0.0,0.0,6100.0,0.0,0.0,0.0,2
Radeon R7 + HD 7700 Dual,Unknown,Unknown,1962.0,498.0,19.62,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 + R5 330 Dual,Unknown,Unknown,1028.0,531.0,10.28,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 + R5 340 Dual,Unknown,Unknown,1235.0,471.0,12.35,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 + R5 435 Dual A10-9700 RADEON,Unknown,Unknown,886.0,480.0,8.86,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 + R5 Dual,Unknown,Unknown,898.0,496.0,8.98,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 + R7 200 Dual,AMD,Unknown,1129.0,310.0,11.29,0.0,6922.0,0.0,0.0,0.0,1
Radeon R7 + R7 240 Dual,Unknown,Unknown,1045.0,374.0,10.45,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 + R7 250 Dual,Unknown,Unknown,1232.0,576.0,12.32,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 + R7 350 Dual,Unknown,Unknown,1982.0,552.0,19.82,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 +8G,Unknown,Unknown,1191.0,460.0,11.91,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 / HD 9000,AMD,Unknown,0.0,0.0,0.0,0.0,11610.0,0.0,0.0,0.0,1
Radeon R7 200,AMD,Unknown,0.0,0.0,0.0,0.0,10681.0,0.0,0.0,0.0,2
Radeon R7 240,AMD,Unknown,863.0,258.0,8.63,0.0,5326.0,109.99,30.0,0.07846167833439405,2
Radeon R7 240 + HD 8570D Dual,Unknown,Unknown,918.0,352.0,9.18,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 240 + HD 8670D Dual,Unknown,Unknown,930.0,471.0,9.3,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 250,AMD,Unknown,1151.0,296.0,11.51,0.0,10280.0,189.97,75.0,0.06058851397589093,2
Radeon R7 250X,AMD,Unknown,2269.0,637.0,22.69,0.0,14262.0,194.0,95.0,0.11695876288659794,2
Radeon R7 260,Unknown,Unknown,2892.0,559.0,28.92,0.0,0.0,89.99,95.0,0.3213690410045561,0
Radeon R7 260X,Unknown,Unknown,3147.0,506.0,31.47,0.0,0.0,139.99,115.0,0.22480177155511105,0
Radeon R7 265,AMD,Unknown,0.0,0.0,0.0,0.0,20651.0,0.0,0.0,0.0,1
Radeon R7 340,Unknown,Unknown,931.0,357.0,9.31,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 350,AMD,Unknown,0.0,0.0,0.0,0.0,10951.0,0.0,0.0,0.0,2
Radeon R7 350X,AMD,Unknown,0.0,0.0,0.0,0.0,8761.0,0.0,0.0,0.0,2
Radeon R7 360,AMD,Unknown,3034.0,495.0,30.34,0.0,17603.0,145.99,100.0,0.20782245359271181,2
Radeon R7 370,AMD,Unknown,4479.0,595.0,44.79,0.0,23431.0,0.0,150.0,0.0,2
Radeon R7 430,AMD,Unknown,1110.0,416.0,11.1,0.0,6738.0,199.99,0.0,0.055502775138756934,2
Radeon R7 450,AMD,Unknown,1966.0,573.0,19.66,0.0,10702.0,299.0,65.0,0.06575250836120401,2
Radeon R7 7850A10-7850K,Unknown,Unknown,551.0,506.0,5.51,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 A10 Extreme Edition,Unknown,Unknown,816.0,286.0,8.16,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 A10 PRO-7800B,Unknown,Unknown,562.0,289.0,5.62,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 A10 PRO-7850B,Unknown,Unknown,958.0,403.0,9.58,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 A10-7700K,Unknown,Unknown,749.0,227.0,7.49,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 A10-7800,Unknown,Unknown,691.0,197.0,6.91,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 A10-7850K,Unknown,Unknown,982.0,286.0,9.82,0.0,0.0,0.0,95.0,0.0,0
Radeon R7 A10-7860K,Unknown,Unknown,912.0,228.0,9.12,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 A10-7870K,Unknown,Unknown,1280.0,273.0,12.8,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 A10-7890K,Unknown,Unknown,781.0,241.0,7.81,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 A10-8750,Unknown,Unknown,885.0,243.0,8.85,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 A10-8850,Unknown,Unknown,773.0,277.0,7.73,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 A10-9700 RADEON,Unknown,Unknown,975.0,239.0,9.75,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 A10-9700E RADEON,Unknown,Unknown,1138.0,346.0,11.38,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 A12-9700P RADEON,Unknown,Unknown,703.0,165.0,7.03,0.0,0.0,435.92,0.0,0.016126812259130114,0
Radeon R7 A12-9720P RADEON,Unknown,Unknown,759.0,186.0,7.59,0.0,0.0,365.48,0.0,0.0207672102440626,0
Radeon R7 A12-9730P RADEON,Unknown,Unknown,1047.0,283.0,10.47,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 A12-9800 RADEON,Unknown,Unknown,989.0,288.0,9.89,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 A12-9800E RADEON,Unknown,Unknown,941.0,257.0,9.41,0.0,0.0,139.19,0.0,0.06760543142467132,0
Radeon R7 A265,Unknown,Unknown,955.0,737.0,9.55,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 A360,AMD,Unknown,676.0,346.0,6.76,0.0,5809.0,0.0,0.0,0.0,1
Radeon R7 A365,Unknown,Unknown,781.0,763.0,7.81,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 A370,Unknown,Unknown,1281.0,742.0,12.81,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 A8 PRO-7600B,Unknown,Unknown,627.0,156.0,6.27,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 A8-7500,Unknown,Unknown,948.0,336.0,9.48,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 A8-7500 4C+6G,Unknown,Unknown,853.0,390.0,8.53,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 A8-7600,Unknown,Unknown,782.0,210.0,7.82,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 A8-7650K,Unknown,Unknown,704.0,208.0,7.04,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 A8-7670K,Unknown,Unknown,866.0,310.0,8.66,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 A8-7680,Unknown,Unknown,752.0,210.0,7.52,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 A8-8650,Unknown,Unknown,913.0,499.0,9.13,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 A8-9600 RADEON,Unknown,Unknown,798.0,194.0,7.98,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 FX-8800P,Unknown,Unknown,775.0,184.0,7.75,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 FX-9800P RADEON,Unknown,Unknown,727.0,197.0,7.27,0.0,0.0,530.0,0.0,0.013716981132075472,0
Radeon R7 FX-9830P RADEON,Unknown,Unknown,1127.0,235.0,11.27,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 G,Unknown,Unknown,870.0,532.0,8.7,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 M260,AMD,Unknown,452.0,117.0,4.52,0.0,5767.0,799.0,0.0,0.005657071339173967,2
Radeon R7 M260DX,Unknown,Unknown,822.0,210.0,8.22,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 M260X,AMD,Unknown,947.0,175.0,9.47,0.0,5979.0,0.0,0.0,0.0,1
Radeon R7 M265,AMD,Unknown,576.0,170.0,5.76,0.0,6785.0,0.0,0.0,0.0,2
Radeon R7 M265DX,Unknown,Unknown,499.0,138.0,4.99,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 M270,AMD,Unknown,734.0,167.0,7.34,0.0,6810.0,0.0,0.0,0.0,1
Radeon R7 M270DX,Unknown,Unknown,962.0,233.0,9.62,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 M340,AMD,Unknown,646.0,151.0,6.46,0.0,5396.0,0.0,0.0,0.0,2
Radeon R7 M350,AMD,Unknown,1027.0,230.0,10.27,0.0,5924.0,0.0,0.0,0.0,1
Radeon R7 M360,AMD,Unknown,552.0,150.0,5.52,0.0,5396.0,0.0,0.0,0.0,2
Radeon R7 M365X,AMD,Unknown,884.0,234.0,8.84,0.0,6237.0,0.0,0.0,0.0,1
Radeon R7 M370,AMD,Unknown,1418.0,676.0,14.18,0.0,7863.0,0.0,0.0,0.0,2
Radeon R7 M380,Unknown,Unknown,1669.0,534.0,16.69,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 M440,AMD,Unknown,862.0,180.0,8.62,0.0,5879.0,0.0,0.0,0.0,2
Radeon R7 M445,AMD,Unknown,913.0,182.0,9.13,0.0,5920.0,744.0,0.0,0.012271505376344086,1
Radeon R7 M460,AMD,Unknown,1038.0,223.0,10.38,0.0,7310.0,0.0,0.0,0.0,1
Radeon R7 M465,AMD,Unknown,965.0,342.0,9.65,0.0,7339.0,0.0,0.0,0.0,1
Radeon R7 M465X,Unknown,Unknown,1624.0,440.0,16.24,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 Opteron X3421,Unknown,Unknown,1169.0,328.0,11.69,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 PRO A10-8750B,Unknown,Unknown,758.0,224.0,7.58,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 PRO A10-8770,Unknown,Unknown,931.0,241.0,9.31,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 PRO A10-8770E,Unknown,Unknown,897.0,233.0,8.97,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 PRO A10-8850B,Unknown,Unknown,945.0,552.0,9.45,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 PRO A10-9700,Unknown,Unknown,771.0,212.0,7.71,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 PRO A10-9700B,Unknown,Unknown,758.0,259.0,7.58,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 PRO A10-9700E,Unknown,Unknown,933.0,234.0,9.33,0.0,0.0,529.0,0.0,0.01763705103969754,0
Radeon R7 PRO A12-8800B,Unknown,Unknown,642.0,201.0,6.42,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 PRO A12-8830B,Unknown,Unknown,883.0,341.0,8.83,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 PRO A12-8870,Unknown,Unknown,1376.0,541.0,13.76,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 PRO A12-8870E,Unknown,Unknown,962.0,312.0,9.62,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 PRO A12-9800,Unknown,Unknown,1117.0,334.0,11.17,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 PRO A12-9800B,Unknown,Unknown,722.0,197.0,7.22,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 PRO A12-9800E,Unknown,Unknown,940.0,250.0,9.4,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 PRO A6-9500 2C+6G,Unknown,Unknown,781.0,439.0,7.81,0.0,0.0,0.0,0.0,0.0,0
Radeon R7 PRO A8-8650B,Unknown,Unknown,740.0,192.0,7.4,0.0,0.0,0.0,0.0,0.0,0
