hardware_name,unified_manufacturer,type,performance_tier,release_date,unified_price,unified_tdp,process_nm,fp32_tflops,fp16_tflops,int8_tops,memory_size_gb,memory_bandwidth_gbps,g3d_mark,g2d_mark,fps_estimate_3d,cuda_score,opencl_score,tops_per_watt_fp32,tops_per_watt_int8,fps_per_dollar,tflops_per_dollar,memory_compute_ratio,fp16_fp32_ratio,int8_fp32_ratio,latency_ms,throughput_ops_per_sec,multi_api_support,cuda_efficiency,opencl_efficiency,vulkan_efficiency
Radeon Pro 5500 XT,AMD,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8298.0,628.0,82.98,0.0,41093.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.9785212525300631,0.6457911656149542
Radeon Pro 5500M,AMD,Unknown,Legacy,Unknown,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,6763.0,682.0,67.63,0.0,34864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,1.0,0.7748393758604865
Radeon Pro 5500XT,AMD,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0
Radeon Pro 555,AMD,Unknown,Legacy,Unknown,1049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3141.0,659.0,31.41,0.0,13281.0,0.0,0.0,0.02994280266920877,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.8057881325081907,1.0
Radeon Pro 555X,AMD,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13877.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.9941968763433157,1.0
Radeon Pro 560,AMD,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3475.0,724.0,34.75,0.0,16903.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,1.0,0.9791752943264509
Radeon Pro 5600 XT,AMD,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0
Radeon Pro 5600M,AMD,Unknown,Legacy,Unknown,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,10200.0,702.0,102.0,0.0,44697.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,1.0,0.8440387498042374
Radeon Pro 5600XT,AMD,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52917.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0
Radeon Pro 560X,AMD,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3678.0,711.0,36.78,0.0,18675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.9948857279846571,1.0
Radeon Pro 570,AMD,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6337.0,697.0,63.37,0.0,30331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.8696562204318032,1.0
Radeon Pro 5700,AMD,Unknown,Legacy,Unknown,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,11844.0,829.0,118.44,0.0,48108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.9279197608255376,0.0
Radeon Pro 5700 XT,AMD,Unknown,Legacy,Unknown,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,12537.0,831.0,125.37,0.0,54300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.9154205371141494,0.7335333884046732
Radeon Pro 5700X,AMD,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0
Radeon Pro 5700XT,AMD,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.8651977928032952,0.0
Radeon Pro 570X,AMD,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29459.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.8491093560846256,1.0
Radeon Pro 575,AMD,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35081.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.9694097490880955,0.879904940864375
Radeon Pro 575X,AMD,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34921.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.9363202488202488,0.9772629772629773
Radeon Pro 580,AMD,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7753.0,943.0,77.53,0.0,40582.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.7947593122086875,0.8726450197798754
Radeon Pro 580X,AMD,Unknown,Legacy,Unknown,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,7540.0,698.0,75.4,0.0,42002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,1.0,0.8949335745916861
Radeon Pro Duo,AMD,Unknown,Legacy,Unknown,1199.06,350.0,0.0,0.0,0.0,0.0,0.0,0.0,8324.0,715.0,83.24,0.0,50232.0,0.0,0.0,0.06942104648641435,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.8174450772986167,1.0
Radeon Pro RADEON RX 5700 XT,AMD,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51559.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0
Radeon Pro RX 5600XT,AMD,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0
Radeon Pro RX 580,AMD,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.45177996547380206,0.0
Radeon Pro RX5700,AMD,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0
Radeon Pro RX580,AMD,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.8420469311320034,0.0
Radeon Pro Ryzen 7 PRO 5850U,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2271.0,650.0,22.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Radeon Pro SSG,Unknown,Unknown,Legacy,Unknown,2410.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10498.0,601.0,104.98,0.0,0.0,0.0,0.0,0.043557454930191065,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Radeon Pro V340 MxGPU,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2853.0,118.0,28.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Radeon Pro V520 MxGPU,AMD,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12853.0,546.0,128.53,0.0,59837.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.9471476510067114,1.0
Radeon Pro VII,AMD,Unknown,Legacy,Unknown,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,16853.0,720.0,168.53,0.0,88671.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.9377617496510005,0.7783218410254241
Radeon Pro Vega 16,AMD,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4683.0,672.0,46.83,0.0,22421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,1.0,0.0
Radeon Pro Vega 20,AMD,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5117.0,544.0,51.17,0.0,27443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,1.0,0.9548154356302153
Radeon Pro Vega 48,AMD,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11504.0,821.0,115.04,0.0,51123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.9099209739427595,1.0
Radeon Pro Vega 56,AMD,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12386.0,860.0,123.86,0.0,60993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.8936179564567645,1.0
Radeon Pro Vega 64,AMD,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12402.0,836.0,124.02,0.0,69055.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.9186388367854624,1.0
Radeon Pro Vega 64X,AMD,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14630.0,948.0,146.3,0.0,75438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,1.0,0.0
Radeon Pro Vega II,AMD,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14738.0,827.0,147.38,0.0,86528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.8570268316115804,0.9304596733456811
Radeon Pro Vega II Duo,AMD,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.8817087510213844,0.9224744404806984
Radeon Pro Vega56,AMD,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0
Radeon Pro W5500,AMD,Unknown,Legacy,Unknown,480.99,125.0,0.0,0.0,0.0,0.0,0.0,0.0,9269.0,896.0,92.69,0.0,0.0,0.0,0.0,0.19270670907919082,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.8144283574638043
Radeon Pro W5500M,Unknown,Unknown,Legacy,Unknown,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,533.0,20.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Radeon Pro W5500X,AMD,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38977.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.9284217045400409,0.0
Radeon Pro W5700,AMD,Unknown,Legacy,Unknown,1649.99,205.0,0.0,0.0,0.0,0.0,0.0,0.0,15085.0,908.0,150.85,0.0,50207.0,0.0,0.0,0.09142479651391826,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.8323579634940897,0.8180009615544024
Radeon Pro W5700X,AMD,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62529.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.8471731089704507,0.6817325800376648
Radeon Pro W5700XT,AMD,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.6882150953902448,0.0
Radeon Pro W6600X,AMD,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.7961673288151437,0.0
Radeon Pro W6900X,AMD,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.8456506894444911,0.6314856300839793
Radeon Pro WX 2100,AMD,Unknown,Legacy,Unknown,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1755.0,398.0,17.55,0.0,11128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,1.0,0.985981308411215
Radeon Pro WX 3100,AMD,Unknown,Legacy,Unknown,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2627.0,491.0,26.27,0.0,11300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.838838987454532,1.0
Radeon Pro WX 3200,AMD,Unknown,Legacy,Unknown,216.99,65.0,0.0,0.0,0.0,0.0,0.0,0.0,2456.0,478.0,24.56,0.0,15640.0,0.0,0.0,0.11318493939812893,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.9473046638400969,1.0
Radeon Pro WX 4100,AMD,Unknown,Legacy,Unknown,499.99,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3766.0,690.0,37.66,0.0,19770.0,0.0,0.0,0.0753215064301286,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.9552570545032857,1.0
Radeon Pro WX 4130,AMD,Unknown,Legacy,Unknown,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1881.0,395.0,18.81,0.0,7588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0
Radeon Pro WX 4150,AMD,Unknown,Legacy,Unknown,612.03,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1935.0,413.0,19.35,0.0,14094.0,0.0,0.0,0.031616097250134804,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0
Radeon Pro WX 4170,AMD,Unknown,Legacy,Unknown,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1409.0,427.0,14.09,0.0,20842.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0
Radeon Pro WX 5100,AMD,Unknown,Legacy,Unknown,550.95,75.0,0.0,0.0,0.0,0.0,0.0,0.0,5511.0,820.0,55.11,0.0,28072.0,0.0,0.0,0.10002722570106179,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.8564542209476157,1.0
Radeon Pro WX 7100,AMD,Unknown,Legacy,Unknown,1047.99,130.0,0.0,0.0,0.0,0.0,0.0,0.0,7822.0,787.0,78.22,0.0,39367.0,0.0,0.0,0.07463811677592343,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,1.0,0.9393146544059745
Radeon Pro WX 7130,AMD,Unknown,Legacy,Unknown,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,5722.0,695.0,57.22,0.0,41335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0
Radeon Pro WX 8200,AMD,Unknown,Legacy,Unknown,1599.39,230.0,0.0,0.0,0.0,0.0,0.0,0.0,14110.0,824.0,141.1,0.0,69116.0,0.0,0.0,0.08822113430745471,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,1.0,0.914969037560044
Radeon Pro WX 9100,AMD,Unknown,Legacy,Unknown,0.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,13241.0,772.0,132.41,0.0,65210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.9486608766493548,1.0
Radeon Pro WX Vega M GL,AMD,Unknown,Legacy,Unknown,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,6049.0,777.0,60.49,0.0,17282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0
Radeon Pro WX3200,AMD,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0
Radeon Pro WX8200,AMD,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.49548467332777457,0.0
Radeon R1E,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.0,179.0,3.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Radeon R2,AMD,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,68.0,2.4,0.0,1230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.8913043478260869,1.0
Radeon R2E,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.0,100.0,2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Radeon R3,AMD,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.0,97.0,3.04,0.0,1569.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.7683643486777669,1.0
Radeon R3E,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,90.0,2.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Radeon R4,AMD,Unknown,Legacy,Unknown,396.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.0,101.0,3.32,0.0,1952.0,0.0,0.0,0.008362931056197889,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.8264182895850973,1.0
Radeon R4E,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487.0,366.0,4.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Radeon R5,AMD,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4869.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.9436046511627907,1.0
Radeon R5 200,AMD,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0
Radeon R5 220,Unknown,Unknown,Legacy,Unknown,85.26,19.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,112.0,1.35,0.0,0.0,0.0,0.0,0.015833919774806474,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Radeon R5 230,AMD,Unknown,Legacy,Unknown,81.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,255.0,2.22,0.0,641.0,0.0,0.0,0.02737361282367448,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0
Radeon R5 235,AMD,Unknown,Legacy,Unknown,60.13,35.0,0.0,0.0,0.0,0.0,0.0,0.0,329.0,176.0,3.29,0.0,779.0,0.0,0.0,0.05471478463329452,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0
Radeon R5 235 + HD 7560D Dual,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,744.0,441.0,7.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Radeon R5 235 + HD 8570D Dual,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,738.0,486.0,7.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Radeon R5 235X,Unknown,Unknown,Legacy,Unknown,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,210.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Radeon R5 240,AMD,Unknown,Legacy,Unknown,85.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0,191.0,5.2,0.0,5055.0,0.0,0.0,0.0611764705882353,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,1.0,0.9641938674579624
Radeon R5 310,Unknown,Unknown,Legacy,Unknown,499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.0,545.0,3.32,0.0,0.0,0.0,0.0,0.006653306613226453,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Radeon R5 330,Unknown,Unknown,Legacy,Unknown,339.99,30.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,200.0,5.13,0.0,0.0,0.0,0.0,0.015088679078796435,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Radeon R5 340,AMD,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,996.0,370.0,9.96,0.0,5498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0
Radeon R5 340X,AMD,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5341.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,1.0,0.9228608874742558
Radeon R5 420,Unknown,Unknown,Legacy,Unknown,39.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,575.0,230.0,5.75,0.0,0.0,0.0,0.0,0.1439299123904881,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Radeon R5 430,AMD,Unknown,Legacy,Unknown,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,939.0,313.0,9.39,0.0,5855.0,0.0,0.0,0.15915254237288137,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,1.0,0.9072587532023911
Radeon R5 435,AMD,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,841.0,235.0,8.41,0.0,7050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0
Radeon R5 A10-9600P 4C+6G,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619.0,146.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
"Radeon R5 A10-9600P RADEON R5, 10 COMPUTE CORES 4C",Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,716.0,146.0,7.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Radeon R5 A10-9620P 4C+6G,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,732.0,196.0,7.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
"Radeon R5 A10-9620P RADEON R5, 10 COMPUTE CORES 4C",Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626.0,165.0,6.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Radeon R5 A10-9630P 4C+6G,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,977.0,270.0,9.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
"Radeon R5 A10-9630P RADEON R5, 10 COMPUTE CORES 4C",Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,175.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Radeon R5 A240,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576.0,802.0,5.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Radeon R5 A6-7480,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,811.0,217.0,8.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Radeon R5 A6-8500P,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,624.0,209.0,6.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
"Radeon R5 A6-9400 RADEON R5, 6 COMPUTE CORES 2C+4G",Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605.0,271.0,6.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Radeon R5 A6-9500 2C+6G,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,853.0,249.0,8.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
"Radeon R5 A6-9500 RADEON R5, 8 COMPUTE CORES 2C+6G",Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,878.0,200.0,8.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
